-220.451 51.1144
-220.391 51.1144
-220.331 51.1144
-220.271 51.1144
-220.211 51.1144
-220.151 51.1144
-220.09 51.1144
-220.03 51.1144
-219.97 51.1144
-219.91 51.1144
-219.85 51.1144
-219.79 51.1144
-219.73 51.1144
-219.67 51.1144
-219.61 51.1144
-219.549 51.1144
-219.489 51.1144
-219.429 51.1144
-219.369 51.1144
-219.309 51.1144
-219.249 51.1144
-219.189 51.1144
-219.129 51.1144
-219.069 51.1144
-219.008 51.1144
-218.948 51.1144
-218.888 51.1144
-218.828 51.1144
-218.768 51.1144
-218.708 51.1144
-218.648 51.1144
-218.588 51.1144
-218.528 51.1144
-218.468 51.1144
-218.407 51.1144
-218.347 51.1144
-218.287 51.1144
-218.227 51.1144
-218.167 51.1144
-218.107 51.1144
-218.047 51.1144
-217.987 51.1144
-217.927 51.1144
-217.866 51.1144
-217.806 51.1144
-217.746 51.1144
-217.686 51.1144
-217.626 51.1144
-217.566 51.1144
-217.506 51.1144
-217.446 51.1144
-217.386 51.1144
-217.325 51.1144
-217.265 51.1144
-217.205 51.1144
-217.145 51.1144
-217.085 51.1144
-217.025 51.1144
-216.965 51.1144
-216.905 51.1144
-216.845 51.1144
-216.785 51.1144
-216.724 51.1144
-216.664 51.1144
-216.604 51.1144
-216.544 51.1144
-216.484 51.1144
-216.424 51.1144
-216.364 51.1144
-216.304 51.1144
-216.244 51.1144
-216.183 51.1144
-216.123 51.1144
-216.063 51.1144
-216.003 51.1144
-215.943 51.1144
-215.883 51.1144
-215.823 51.1144
-215.763 51.1144
-215.703 51.1144
-215.642 51.1144
-215.582 51.1144
-215.522 51.1144
-215.462 51.1144
-215.402 51.1144
-215.342 51.1144
-215.282 51.1144
-215.222 51.1144
-215.162 51.1144
-215.102 51.1144
-215.041 51.1144
-214.981 51.1144
-214.921 51.1144
-214.861 51.1144
-214.801 51.1144
-214.741 51.1144
-214.681 51.1144
-214.621 51.1144
-214.561 51.1144
-214.5 51.1144
-214.44 51.1144
-214.38 51.1144
-214.32 51.1144
-214.26 51.1144
-214.2 51.1144
-214.14 51.1144
-214.08 51.1144
-214.02 51.1144
-213.959 51.1144
-213.899 51.1144
-213.839 51.1144
-213.779 51.1144
-213.719 51.1144
-213.659 51.1144
-213.599 51.1144
-213.539 51.1144
-213.479 51.1144
-213.419 51.1144
-213.358 51.1144
-213.298 51.1144
-213.238 51.1144
-213.178 51.1144
-213.118 51.1144
-213.058 51.1144
-212.998 51.1144
-212.938 51.1144
-212.878 51.1144
-212.817 51.1144
-212.757 51.1144
-212.697 51.1144
-212.637 51.1144
-212.577 51.1144
-212.517 51.1144
-212.457 51.1144
-212.397 51.1144
-212.337 51.1144
-212.276 51.1144
-212.216 51.1144
-212.156 51.1144
-212.096 51.1144
-212.036 51.1144
-211.976 51.1144
-211.916 51.1144
-211.856 51.1144
-211.796 51.1144
-211.736 51.1144
-211.675 51.1144
-211.615 51.1144
-211.555 51.1144
-211.495 51.1144
-211.435 51.1144
-211.375 51.1144
-211.315 51.1144
-211.255 51.1144
-211.195 51.1144
-211.134 51.1144
-211.074 51.1144
-211.014 51.1144
-210.954 51.1144
-210.894 51.1144
-210.834 51.1144
-210.774 51.1144
-210.714 51.1144
-210.654 51.1144
-210.593 51.1144
-210.533 51.1144
-210.473 51.1144
-210.413 51.1144
-210.353 51.1144
-210.293 51.1144
-210.233 51.1144
-210.173 51.1144
-210.113 51.1144
-210.052 51.1144
-209.992 51.1144
-209.932 51.1144
-209.872 51.1144
-209.812 51.1144
-209.752 51.1144
-209.692 51.1144
-209.632 51.1144
-209.572 51.1144
-209.512 51.1144
-209.451 51.1144
-209.391 51.1144
-209.331 51.1144
-209.271 51.1144
-209.211 51.1144
-209.151 51.1144
-209.091 51.1144
-209.031 51.1144
-208.971 51.1144
-208.91 51.1144
-208.85 51.1144
-208.79 51.1144
-208.73 51.1144
-208.67 51.1144
-208.61 51.1144
-208.55 51.1144
-208.49 51.1144
-220.451 51.1484
-220.391 51.1484
-220.331 51.1484
-220.271 51.1484
-220.211 51.1484
